mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	HairPin:3_dim.  	decrescendo_hairpin	crescendo_hairpin
70	69	273	273	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	772	-losch	out:										176				
70	69	547/2	547/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	773				articAccentAbove								176				
70	69	274	274	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	774				articAccentAbove												
70	69	276	276	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	775	in	my														
70	69	274	274	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	776												177				
70	69	549/2	549/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	777																
70	69	275	275	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	778																
70	69	273	273	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	779																
70	69	276	276	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	780												178				
70	69	553/2	553/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	781																
71	70	277	277	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	782	mei-	soul’s														
71	70	280	280	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	783	-nem	de-														
71	70	277	277	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	784																
71	70	280	280	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	785												179				
71	70	561/2	561/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	786																
71	70	277	277	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	787																
71	70	278	278	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	788												180				
71	70	557/2	557/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	789																
71	70	279	279	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	790																
71	70	280	280	0.0	3/4	3/4	StaffText	4/4	3	1	0									espr.											
71	70	280	280	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	791												181				
71	70	561/2	561/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	792																
72	71	281	281	4.0	0	0	Chord	4/4	1	1	1		1	1	793	Zelt!	-light!														
72	71	281	281	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	794				articAccentAbove								182				
72	71	563/2	563/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	795												182				
72	71	565/2	565/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	796																
72	71	283	283	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	797				articAccentAbove								183				
72	71	567/2	567/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	798												183				
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	799																
72	71	281	281	4.0	0	0	Chord	4/4	2	2	1		1	1	800																
72	71	281	281	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	801												184				
72	71	282	282	2.0	1/4	1/4	Chord	4/4	3	1	1/2		1/2	1	802												184				
72	71	284	284	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	803												184				
72	71	569/2	569/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	804																
73	72	285	285	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	805												185				
73	72	571/2	571/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	806																
73	72	286	286	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	807																
73	72	288	288	0.0	3/4	3/4	Dynamic	4/4	2	1	0							pp													
73	72	288	288	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	808												186				
73	72	285	285	3.0	0	0	Chord	4/4	2	2	3/4		1/2	3/2	809																
73	72	285	285	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	810												187				
73	72	573/2	573/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	811												187				
73	72	287	287	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	812																
74	73	289	289	0.0	0	0	SystemText	4/4	1	1	0										Tempo I										
74	73	289	289	0.0	0	0	Tempo	4/4	1	1	0											𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0					
74	73	289	289	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	813												186				
74	73	291	291	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	814																
74	73	585/2	585/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	815																
74	73	289	289	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	816												188				
74	73	579/2	579/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	817												188				
74	73	290	290	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	818												188				
74	73	581/2	581/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	819												188				
74	73	291	291	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	820												188				
74	73	583/2	583/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	821												188				
74	73	292	292	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	822												188				
74	73	585/2	585/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	823																
74	73	289	289	4.0	0	0	Chord	4/4	3	2	1		1	1	824																
75	74	293	293	0.0	0	0	StaffText	4/4	1	1	0									"con agitazione
mit Erschütterung"											
75	74	293	293	0.0	0	0	Dynamic	4/4	1	1	0							mf													
75	74	293	293	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	825	Heil!	Hail!										189				
75	74	294	294	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	826																
75	74	293	293	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	827												190				
75	74	587/2	587/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	828																
75	74	294	294	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	829												191				
75	74	296	296	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	830												191				
75	74	593/2	593/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	831																
75	74	293	293	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	832												192				
75	74	587/2	587/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	833												192				
75	74	294	294	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	834												192				
75	74	589/2	589/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	835												192				
75	74	295	295	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	836												192				
75	74	591/2	591/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	837												192				
75	74	296	296	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	838												192				
75	74	593/2	593/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	839																
76	75	297	297	0.0	0	0	Dynamic	4/4	1	1	0							p													
76	75	297	297	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	840	Heil	Hail										193				
76	75	298	298	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	841												193				
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	842																
76	75	300	300	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	843	sei	to														
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	844	dem	the														
76	75	297	297	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	845												194				
76	75	595/2	595/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	846												194				
76	75	298	298	1.5	1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	847												194				
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	848												194				
76	75	300	300	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	849												194				
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	850																
76	75	297	297	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	851												195				
76	75	595/2	595/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	852												195				
76	75	298	298	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	853												195				
76	75	597/2	597/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	854												195				
76	75	299	299	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	855												195				
76	75	599/2	599/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	856												195				
76	75	300	300	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	857												195				
76	75	601/2	601/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	858																
77	76	301	301	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	859	Freu-	light										196				
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	860												196				
77	76	302	302	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	861																
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	862	-den-	that														
77	76	303	303	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16after	1/16	1	863																
77	76	303	303	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16after	1/16	1	864																
77	76	303	303	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	865	-licht	glads										197				
77	76	304	304	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	866																
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	867	der	our														
77	76	301	301	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	868												198				
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	869												198				
77	76	302	302	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	870												198				
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	871												198				
77	76	303	303	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	872												198				
77	76	304	304	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	873												198				
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	874																
77	76	301	301	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	875												199				
77	76	603/2	603/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	876												199				
77	76	302	302	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	877												199				
77	76	605/2	605/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	878												199				
77	76	303	303	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	879												199				
77	76	607/2	607/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	880												199				
77	76	304	304	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	881												199				
77	76	609/2	609/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	882																
77	76	304	304	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	883												200				
78	77	305	305	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	884	Welt,	sight,										201				
78	77	306	306	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	885																
78	77	305	305	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	886												202				
78	77	306	306	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	887																
78	77	308	308	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	888												203				
78	77	617/2	617/2	0.0	7/8	7/8	StaffText	4/4	2	1	0									espr.											
78	77	617/2	617/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	889																
78	77	305	305	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	890												204				
78	77	611/2	611/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	891												204				
78	77	306	306	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	892												204				
78	77	613/2	613/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	893												204				
78	77	307	307	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	894																
78	77	305	305	3.0	0	0	Chord	4/4	3	2	3/4		1/2	3/2	895																
78	77	308	308	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	896																
79	78	309	309	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	897												205				
79	78	310	310	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	898																
79	78	312	312	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	899												206				
79	78	625/2	625/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	900																
79	78	309	309	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	901												207				
79	78	312	312	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	902																
79	78	309	309	4.0	0	0	Chord	4/4	3	2	1		1	1	903																
79	78	309	309	3.0	0	0	Chord	4/4	3	3	3/4		1/2	3/2	904																
79	78	312	312	1.0	3/4	3/4	Chord	4/4	3	3	1/4		1/4	1	905																
80	79	316	316	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	906	-dem	the		articAccentAbove								208				
80	79	633/2	633/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	907																
80	79	313	313	0.0	0	0	Spanner	4/4	2	1	0																				17
80	79	313	313	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	908												209				17
80	79	627/2	627/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	909												209				17
80	79	314	314	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	910												209				17
80	79	629/2	629/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	911												209				17
80	79	315	315	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	912												209				17
80	79	631/2	631/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																209				
80	79	631/2	631/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	913												209				
80	79	316	316	0.0	3/4	3/4	Spanner	4/4	2	1	0																209			13	
80	79	316	316	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	914				articAccentAbove								209			13	
80	79	633/2	633/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	915															13	
80	79	313	313	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	916												210				
80	79	314	314	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	917												210				
80	79	315	315	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	918												210				
80	79	316	316	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	919																
80	79	313	313	4.0	0	0	Chord	4/4	3	2	1		1	1	920																
81	80	317	317	0.0	0	0	Spanner	4/4	1	1	0																				18
81	80	317	317	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	921	Freu-	light										211				18
81	80	318	318	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	922												211				18
81	80	639/2	639/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																				
81	80	639/2	639/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																			14	
81	80	639/2	639/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	923															14	
81	80	320	320	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	924	-den-	that										212			14	
81	80	641/2	641/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	925															14	
81	80	317	317	0.0	0	0	Spanner	4/4	2	1	0																				
81	80	317	317	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	926												213				
81	80	318	318	0.0	1/4	1/4	Spanner	4/4	2	1	0																213				19
81	80	318	318	1.5	1/4	1/4	Chord	4/4	2	1	3/8		1/4	3/2	927												213				19
81	80	639/2	639/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																213				
81	80	639/2	639/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																213			15	
81	80	639/2	639/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	928												213			15	
81	80	320	320	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	929												213			15	
81	80	641/2	641/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	930															15	
81	80	317	317	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	931												214				
81	80	635/2	635/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	932																
81	80	318	318	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	933																
81	80	637/2	637/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	934																
81	80	319	319	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	935																
81	80	639/2	639/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	936																
81	80	320	320	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	937																
81	80	317	317	3.0	0	0	Chord	4/4	3	2	3/4		1/2	3/2	938												215				
81	80	320	320	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	939																
82	81	321	321	0.0	0	0	Spanner	4/4	1	1	0																				
82	81	321	321	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	940	-licht	glads										216				
82	81	323	323	0.0	1/2	1/2	Spanner	4/4	1	1	0																				20
82	81	323	323	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	941																20
82	81	649/2	649/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																				
82	81	649/2	649/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	942	der	our														
82	81	321	321	0.0	0	0	Spanner	4/4	2	1	0																				
82	81	321	321	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	943												217				
82	81	323	323	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	944												217				
82	81	649/2	649/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	945																
82	81	321	321	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	946												218				
82	81	643/2	643/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	947												218				
82	81	322	322	0.0	1/4	1/4	Spanner	4/4	3	1	0																218				21
82	81	322	322	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	948												218				21
82	81	645/2	645/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	949												218				21
82	81	323	323	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	950												218				21
82	81	647/2	647/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	951												218				21
82	81	324	324	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	952												218				21
82	81	649/2	649/2	0.0	7/8	7/8	Spanner	4/4	3	1	0																				
82	81	649/2	649/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	953																
82	81	321	321	4.0	0	0	Chord	4/4	3	2	1		1	1	954																
83	82	325	325	0.0	0	0	Dynamic	4/4	1	1	0							sf													
83	82	325	325	0.0	0	0	Spanner	4/4	1	1	0																			16	
83	82	325	325	4.0	0	0	Chord	4/4	1	1	1		1	1	955	Welt.	sight!													16	
83	82	327	327	0.0	1/2	1/2	Spanner	4/4	1	1	0																				
83	82	328	328	0.0	3/4	3/4	Dynamic	4/4	1	2	0							pp													
83	82	327	327	0.0	1/2	1/2	Dynamic	4/4	2	1	0							pp													
83	82	327	327	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	956																
83	82	328	328	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	957																
83	82	325	325	4.0	0	0	Chord	4/4	2	2	1		1	1	958																
83	82	325	325	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	959																
83	82	651/2	651/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	960												219				
83	82	326	326	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	961												219				
83	82	653/2	653/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	962												219				
83	82	327	327	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	963												219				
83	82	655/2	655/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	964												219				
83	82	328	328	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	965												219				
83	82	657/2	657/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	966												219				
83	82	325	325	4.0	0	0	Chord	4/4	3	2	1		1	1	967																
84	83	331	331	0.0	1/2	1/2	Dynamic	4/4	2	1	0							ppp													
84	83	331	331	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	968																
84	83	329	329	4.0	0	0	Chord	4/4	2	2	1		1	1	969																
84	83	329	329	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	970												219				
84	83	659/2	659/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	971												219				
84	83	330	330	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	972												219				
84	83	661/2	661/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	973												219				
84	83	331	331	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	974												219				
84	83	332	332	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	975																
84	83	329	329	4.0	0	0	Chord	4/4	3	2	1		1	1	976																
85	84	333	333	4.0	0	0	Chord	4/4	2	1	1		1	1	977																
