mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va	Ottava:8vb	pedal	Pedal_<sym>keyboardPedalPed</sym>
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16			1/16	1	884																0			
77	77	304	304	0.0	0	0	Spanner	4/4	3	1	0																								
77	77	304	304	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	885				articAccentAbove															
77	77	305	305	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	886				articAccentAbove															
77	77	306	306	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	887				articAccentAbove															
77	77	307	307	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	888				articAccentAbove															
77	77	304	304	0.0	0	0	Dynamic	4/4	3	2	0								ff																
77	77	304	304	4.0	0	0	Chord	4/4	3	2	1			1	1	889																			
78	78	308	308	4.0	0	0	Chord	4/4	2	1	1			1	1	890																0			
78	78	309	309	0.0	1/4	1/4	Spanner	4/4	2	1	0																								
78	78	309	309	0.0	1/4	1/4	Dynamic	4/4	2	2	0								p																
78	78	1237/4	1237/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16			1/16	1	891												150							
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16			1/16	1	892												150							
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16			1/16	1	893												150							
78	78	310	310	0.25	1/2	1/2	Chord	4/4	2	2	1/16			1/16	1	894												150							
78	78	1241/4	1241/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16			1/16	1	895																			
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16			1/16	1	896												151							
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16			1/16	1	897												151							
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16			1/16	1	898																			
78	78	308	308	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	899				articAccentAbove															
78	78	309	309	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	900				articAccentAbove															
78	78	310	310	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	901				articAccentAbove															
78	78	311	311	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	902				articAccentAbove															
78	78	308	308	4.0	0	0	Chord	4/4	3	2	1			1	1	903																			
79	79	315	315	0.0	3/4	3/4	Dynamic	4/4	1	1	0								ff																
79	79	315	315	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	904	nie	I																	
79	79	312	312	0.0	0	0	Dynamic	4/4	2	1	0								f																
79	79	312	312	0.0	0	0	Spanner	4/4	2	1	0																					1			
79	79	312	312	4.0	0	0	Chord	4/4	2	1	1			1	1	905																1			
79	79	313	313	0.0	1/4	1/4	Dynamic	4/4	2	1	0								p													1			
79	79	1253/4	1253/4	0.0	5/16	5/16	Spanner	4/4	2	1	0																								
79	79	1253/4	1253/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16			1/16	1	906												152							
79	79	627/2	627/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16			1/16	1	907												152							
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16			1/16	1	908												152							
79	79	314	314	0.25	1/2	1/2	Chord	4/4	2	2	1/16			1/16	1	909												152							
79	79	1257/4	1257/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16			1/16	1	910																			
79	79	312	312	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	911				articAccentAbove															
79	79	313	313	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	912				articAccentAbove															
79	79	314	314	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	913				articAccentAbove															
79	79	315	315	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	914				articAccentAbove															
79	79	312	312	0.0	0	0	Dynamic	4/4	3	2	0								f																
79	79	312	312	4.0	0	0	Chord	4/4	3	2	1			1	1	915																			
80	80	316	316	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	916	hätt'	ne'er																	
80	80	318	318	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	917	ich	had																	
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	918	ge-	per-																	
80	80	316	316	0.0	0	0	Dynamic	4/4	2	1	0								f																
80	80	316	316	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	919																			
80	80	318	318	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	920																			
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	921				articAccentAbove								153							
80	80	319	319	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	922				articAccentAbove								153							
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	923				articAccentAbove															
80	80	316	316	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	924																			
80	80	317	317	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	925																			
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	926																			
80	80	319	319	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	927																			
80	80	316	316	4.0	0	0	Chord	4/4	3	2	1			1	1	928																			
81	81	320	320	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	929	sen-	-mit-																	
81	81	321	321	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	930	-det	-ted																	
81	81	323	323	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	931	die	the										154							
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	932																			
81	81	320	320	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	933																			
81	81	320	320	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	934																			
81	81	321	321	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	935																			
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	936																			
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	937																			
81	81	320	320	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	938												155							
81	81	322	322	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	939																			
81	81	320	320	4.0	0	0	Chord	4/4	3	2	1			1	1	940																			
82	82	324	324	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	941	Kin-	child-																	
82	82	326	326	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	942	-der	-ren																	
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	943	hin-	to																	
82	82	324	324	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	944																			
82	82	326	326	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	945																			
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	946				articAccentAbove															
82	82	327	327	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	947				articAccentAbove															
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	948				articAccentAbove															
82	82	324	324	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	949												156							
82	82	325	325	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	950												156							
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	951												156							
82	82	327	327	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	952																			
82	82	324	324	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	953												157							
82	82	326	326	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	954																			
82	82	324	324	4.0	0	0	Chord	4/4	3	2	1			1	1	955																			
83	83	328	328	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	956	-aus,	play.																	
83	83	328	328	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	957																			
83	83	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	958																			
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	959																			
83	83	328	328	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	960																			
83	83	329	329	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	961																			
83	83	330	330	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	962																			
83	83	331	331	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	963																			
83	83	328	328	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	964												158							
83	83	330	330	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	965																			
83	83	328	328	4.0	0	0	Chord	4/4	3	2	1			1	1	966																			
84	84	332	332	0.0	0	0	Dynamic	4/4	2	1	0								ff																
84	84	332	332	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	967				articAccentAbove															
84	84	334	334	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	968				articAccentAbove															
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	969																			
84	84	332	332	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	970																			
84	84	333	333	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	971																			
84	84	334	334	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	972																			
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	973																			
84	84	335	335	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	974																			
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	975																			
84	84	332	332	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	976												159							
84	84	334	334	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	977																			
84	84	332	332	4.0	0	0	Chord	4/4	3	2	1			1	1	978																			
84	84	334	334	1.0	1/2	1/2	Chord	4/4	3	3	1/4			1/4	1	979																			
84	84	335	335	1.0	3/4	3/4	Chord	4/4	3	3	1/4			1/4	1	980																			
85	85	679/2	679/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0								ff																
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	981	man	Now																	
85	85	336	336	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	982																			
85	85	338	338	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	983																			
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	984																			
85	85	336	336	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	985																			
85	85	339	339	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	986				articAccentBelow															
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	987				articAccentBelow															
85	85	336	336	1.0	0	0	Chord	4/4	2	3	1/4			1/4	1	988																			
85	85	337	337	1.0	1/4	1/4	Chord	4/4	2	3	1/4			1/4	1	989																			
85	85	338	338	1.0	1/2	1/2	Chord	4/4	2	3	1/4			1/4	1	990																			
85	85	339	339	1.0	3/4	3/4	Chord	4/4	2	3	1/4			1/4	1	991																			
85	85	336	336	0.0	0	0	Dynamic	4/4	3	1	0								ff																
85	85	336	336	4.0	0	0	Chord	4/4	3	1	1			1	1	992																			
86	86	340	340	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	993	hat	hence																	
86	86	341	341	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	994	sie	from																	
86	86	683/2	683/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	995	hin-	their																	
86	86	342	342	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	996	-aus	home																	
86	86	687/2	687/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	997	ge-	they've																	
86	86	340	340	0.0	0	0	Dynamic	4/4	2	1	0								ff																
86	86	340	340	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	998																			
86	86	341	341	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	999												160							
86	86	683/2	683/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1000																			
86	86	342	342	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1001																			
86	86	343	343	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1002												161							
86	86	687/2	687/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1003																			
86	86	340	340	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1004												162							
86	86	341	341	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1005												162							
86	86	342	342	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1006												162							
86	86	343	343	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1007																			
86	86	340	340	4.0	0	0	Chord	4/4	3	2	1			1	1	1008																			
87	87	344	344	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1009	-tra-	borne										163							
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1010																			
87	87	345	345	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1011	-gen,	them,																	
87	87	344	344	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1012				articAccentAbove								164							
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1013																			
87	87	345	345	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1014												165							
87	87	347	347	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1015																			
87	87	344	344	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	1016																			
87	87	346	346	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1017																			
87	87	693/2	693/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1018				articAccentBelow															
87	87	347	347	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1019				articAccentBelow															
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1020				articAccentBelow															
87	87	344	344	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1021												166							
87	87	345	345	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1022												166							
87	87	346	346	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1023												166							
87	87	347	347	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1024																			
87	87	344	344	4.0	0	0	Chord	4/4	3	2	1			1	1	1025																			
88	88	351	351	0.0	3/4	3/4	StaffText	4/4	1	1	0										(immer														
88	88	351	351	0.0	3/4	3/4	StaffText	4/4	1	1	0										(sempre														
88	88	351	351	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1026	ich	they																	
88	88	348	348	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1027				articAccentAbove								167							
88	88	697/2	697/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1028																			
88	88	349	349	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1029																			
88	88	348	348	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	1030																			
88	88	350	350	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1031																			
88	88	701/2	701/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1032																			
88	88	351	351	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1033																			
88	88	703/2	703/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1034																			
88	88	348	348	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1035												168							
88	88	349	349	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1036												168							
88	88	350	350	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1037												168							
88	88	351	351	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1038																			
88	88	348	348	4.0	0	0	Chord	4/4	3	2	1			1	1	1039																			
89	89	352	352	0.0	0	0	StaffText	4/4	1	1	0										sehr stark)														
89	89	352	352	0.0	0	0	StaffText	4/4	1	1	0										molto forte)														
89	89	352	352	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	1040	-durf-	would																	
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1041	-te	not																	
89	89	354	354	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1042	nichts	let																	
89	89	355	355	0.0	3/4	3/4	StaffText	4/4	1	1	0										nicht zurückhalten														
89	89	355	355	0.0	3/4	3/4	StaffText	4/4	1	1	0										non ritenuto														
89	89	355	355	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1043	da-	me																	
89	89	711/2	711/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1044	-zu	fore-																	
89	89	352	352	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1045												169							
89	89	705/2	705/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1046												169							
89	89	353	353	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1047												169							
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1048												169							
89	89	354	354	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1049												169							
89	89	709/2	709/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1050												169							
89	89	355	355	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1051												169							
89	89	711/2	711/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1052												169							
89	89	352	352	0.0	0	0	Dynamic	4/4	2	2	0								ff																
89	89	352	352	4.0	0	0	Chord	4/4	2	2	1			1	1	1053																			
89	89	352	352	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1054																			
89	89	705/2	705/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4			1/4	1	1055																			
89	89	707/2	707/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4			1/4	1	1056																			
89	89	709/2	709/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4			1/4	1	1057																			
89	89	711/2	711/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1058																			
89	89	352	352	4.0	0	0	Chord	4/4	3	2	1			1	1	1059																			
90	90	356	356	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1060	sa-	-warn		articAccentAbove								170							
90	90	359	359	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1061																			
90	90	356	356	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1062				articAccentAbove								169							
90	90	713/2	713/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1063																			
90	90	357	357	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1064																			
90	90	356	356	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1065												171							
90	90	713/2	713/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	1066												171							
90	90	357	357	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	1067												171							
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	1068												171							
90	90	358	358	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1069												171							
90	90	717/2	717/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1070												171							
90	90	359	359	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1071												171							
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1072																			
90	90	356	356	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1073																			
90	90	713/2	713/2	1.5	1/8	1/8	Chord	4/4	3	1	3/8			1/4	3/2	1074																			
90	90	358	358	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1075																			
90	90	717/2	717/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4			1/4	1	1076																			
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1077																			
90	90	356	356	4.0	0	0	Chord	4/4	3	2	1			1	1	1078																			
91	91	360	360	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1079	-gen!	them!																	
91	91	360	360	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1080												172							
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1081																			
91	91	361	361	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	1082																			
91	91	360	360	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1083												173							
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1084												173							
91	91	361	361	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1085												173							
91	91	723/2	723/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1086												173							
91	91	362	362	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1087												173							
91	91	725/2	725/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1088												173							
91	91	363	363	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1089												173							
91	91	727/2	727/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1090																			
91	91	360	360	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1091				articAccentBelow								174							
91	91	362	362	1.0	1/2	1/2	Chord	4/4	3	2	1/4			1/4	1	1092				articAccentBelow								174							
91	91	363	363	1.0	3/4	3/4	Chord	4/4	3	2	1/4			1/4	1	1093				articAccentBelow															
91	91	360	360	4.0	0	0	Chord	4/4	3	3	1			1	1	1094																			
92	92	364	364	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1095												175							
92	92	729/2	729/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1096												175							
92	92	365	365	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1097												175							
92	92	731/2	731/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1098												175							
92	92	366	366	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1099												175							
92	92	733/2	733/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1100												175							
92	92	367	367	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1101												175							
92	92	735/2	735/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1102																			
92	92	364	364	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1103				articAccentBelow								176							
92	92	366	366	1.0	1/2	1/2	Chord	4/4	3	2	1/4			1/4	1	1104												176							
92	92	367	367	1.0	3/4	3/4	Chord	4/4	3	2	1/4			1/4	1	1105																			
92	92	364	364	4.0	0	0	Chord	4/4	3	3	1		c32	1	1	1106												177							
92	92	364	364	4.0	0	0	Chord	4/4	3	3	1			1	1	1107												177							
93	93	368	368	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1108				articAccentAbove															
93	93	369	369	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1109				articAccentAbove															
93	93	368	368	0.0	0	0	Dynamic	4/4	2	2	0								p																
93	93	368	368	4.0	0	0	Chord	4/4	2	2	1			1	1	1110																			
94	94	372	372	0.0	0	0	SystemText	4/4	1	1	0											Allmählich langsamer													
94	94	372	372	0.0	0	0	StaffText	4/4	1	1	0										Poco a poco più lento														
94	94	372	372	0.0	0	0	Dynamic	4/4	2	1	0								ff																
94	94	372	372	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1111												178							
94	94	745/2	745/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	178		34					
94	94	745/2	745/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1112												178		34					
94	94	373	373	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1113												178		34					
94	94	747/2	747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1114												178		34					
94	94	374	374	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1115												178		34					
94	94	749/2	749/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1116												178		34					
94	94	375	375	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1117												178		34					
94	94	751/2	751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1118														34					
94	94	372	372	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1119														34					
94	94	372	372	4.0	0	0	Chord	4/4	3	1	1		c32	1	1	1120												179							
94	94	372	372	4.0	0	0	Chord	4/4	3	1	1			1	1	1121												179							
95	95	376	376	0.0	0	0	Spanner	4/4	2	1	0																								
95	95	376	376	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1122				articAccentAbove															
95	95	377	377	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1123				articAccentAbove															
95	95	376	376	0.0	0	0	Dynamic	4/4	2	2	0								p																
95	95	376	376	4.0	0	0	Chord	4/4	2	2	1			1	1	1124																			
96	96	380	380	0.0	0	0	Dynamic	4/4	2	1	0								mf																
96	96	380	380	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1125												180							
96	96	761/2	761/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	180		35					
96	96	761/2	761/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1126												180		35					
96	96	381	381	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1127												180		35					
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1128												180		35					
96	96	382	382	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1129												180		35					
96	96	765/2	765/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1130												180		35					
96	96	383	383	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1131												180		35					
96	96	767/2	767/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																								
96	96	767/2	767/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1132																			
96	96	380	380	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	1133																			
96	96	380	380	4.0	0	0	Chord	4/4	3	1	1		c32	1	1	1134												181							
96	96	380	380	4.0	0	0	Chord	4/4	3	1	1			1	1	1135												181							
97	97	384	384	0.0	0	0	Dynamic	4/4	2	1	0								p																
97	97	384	384	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1136				articAccentAbove															
97	97	385	385	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1137				articAccentAbove															
97	97	384	384	4.0	0	0	Chord	4/4	2	2	1			1	1	1138																			
98	98	388	388	0.0	0	0	Dynamic	4/4	2	1	0								pp																
98	98	388	388	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1139																			
98	98	389	389	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1140																			
